item_id,source,threat_type,label,reference,split,detector,raw_score,benign_p,injection_p,jailbreak_p,harmful_p,config_hash
10483,repository,,benign,realistic,calibration,v0,0.5924727636650573,0.4075272363349427,0.09396664509931316,0.04675305629724576,0.4517530622684985,9848e90e5ec78252
10483,repository,,benign,realistic,calibration,v3,0.9461456537246704,0.005193174351006746,0.9461456537246704,0.041245609521865845,0.007415578234940767,9848e90e5ec78252
10483,repository,,benign,realistic,calibration,guard,0.9999972581863403,,,,,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,v0,0.498164130598339,0.501835869401661,0.046460343931262464,0.027656528377846133,0.4240472582892303,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,v3,0.23893725872039795,0.18676067888736725,0.23893725872039795,0.5461940765380859,0.02810800075531006,9848e90e5ec78252
10091,repository,,benign,realistic,calibration,guard,0.0014394876779988408,,,,,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,v0,0.6408382333623535,0.3591617666376465,0.19034494596157517,0.026895865368204614,0.4235974220325738,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,v3,0.9733378291130066,0.0003320661198813468,0.9733378291130066,0.021783167496323586,0.0045468793250620365,9848e90e5ec78252
6746,repository,,benign,realistic,calibration,guard,0.08183334767818451,,,,,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,v0,0.4419617078385756,0.5580382921614244,0.0910186945351655,0.05043118010176506,0.3005118332016451,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,v3,0.08595097810029984,0.0008569131605327129,0.08595097810029984,0.9062938690185547,0.0068982611410319805,9848e90e5ec78252
10828,repository,,benign,realistic,calibration,guard,0.01990286260843277,,,,,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,v0,0.1773822440108328,0.8226177559891672,0.0579764429281956,0.016249531190348703,0.1031562698922885,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,v3,0.23238031566143036,0.41630804538726807,0.23238031566143036,0.05255268141627312,0.29875892400741577,9848e90e5ec78252
10526,repository,,benign,realistic,calibration,guard,4.228386842441978e-06,,,,,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,v0,0.5982352767654131,0.40176472323458684,0.044790876395614694,0.019037658350629143,0.5344067420191693,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,v3,0.2698536813259125,0.11119324713945389,0.2698536813259125,0.5422847270965576,0.07666829973459244,9848e90e5ec78252
4932,repository,,benign,realistic,calibration,guard,0.0006469787913374603,,,,,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,v0,0.7250206221223701,0.2749793778776299,0.13715095966503568,0.051183347776040757,0.5366863146812937,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,v3,0.9540566802024841,0.0015559544553980231,0.9540566802024841,0.03745133429765701,0.006936115678399801,9848e90e5ec78252
8083,repository,,benign,realistic,calibration,guard,0.9999803304672241,,,,,9848e90e5ec78252
529,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
529,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
529,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
529,repository,,benign,realistic,calibration,v0,0.32470174472820246,0.6752982552717975,0.11249818318491316,0.01708981683344458,0.19511374470984466,9848e90e5ec78252
529,repository,,benign,realistic,calibration,v3,0.7927084565162659,0.004739099182188511,0.7927084565162659,0.13503974676132202,0.06751276552677155,9848e90e5ec78252
529,repository,,benign,realistic,calibration,guard,0.9969434142112732,,,,,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,v0,0.6829825744580069,0.317017425541993,0.20176756821299685,0.03335838417806771,0.44785662206694243,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,v3,0.12534740567207336,0.04798717796802521,0.12534740567207336,0.6469603776931763,0.17970503866672516,9848e90e5ec78252
5099,repository,,benign,realistic,calibration,guard,2.1565516362898052e-05,,,,,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,v0,0.6888151455532112,0.31118485444678873,0.12671233539870835,0.05691815581352018,0.5051846543409827,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,v3,0.8806726932525635,0.0011314830044284463,0.8806726932525635,0.09643656760454178,0.02175929583609104,9848e90e5ec78252
3835,repository,,benign,realistic,calibration,guard,0.23547708988189697,,,,,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,v0,0.5679432289469717,0.4320567710530283,0.14825983811064,0.0862406686273155,0.3334427222090163,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,v3,0.33356213569641113,0.0021079787984490395,0.33356213569641113,0.6031822562217712,0.06114763021469116,9848e90e5ec78252
1269,repository,,benign,realistic,calibration,guard,0.9999821186065674,,,,,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,v0,0.5714529392253638,0.42854706077463617,0.07269428221106664,0.08592037306370745,0.4128382839505897,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,v3,0.5399141907691956,0.007513045333325863,0.5399141907691956,0.1719645857810974,0.2806081175804138,9848e90e5ec78252
8268,repository,,benign,realistic,calibration,guard,2.3458774194295984e-06,,,,,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,v0,0.798202562156223,0.20179743784377696,0.08896271905291207,0.03157350395044915,0.6776663391528618,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,v3,0.06913124769926071,0.3296835124492645,0.06913124769926071,0.2594045102596283,0.34178072214126587,9848e90e5ec78252
10109,repository,,benign,realistic,calibration,guard,8.273113780887797e-05,,,,,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,v0,0.8352743081689493,0.16472569183105068,0.07574271953033446,0.016821253375619797,0.7427103352629951,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,v3,0.6230335831642151,0.007393818348646164,0.6230335831642151,0.06650842726230621,0.30306413769721985,9848e90e5ec78252
8583,repository,,benign,realistic,calibration,guard,8.219752771765343e-07,,,,,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,v0,0.1142495614892981,0.8857504385107019,0.026877900716674886,0.017675557056947733,0.06969610371567547,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,v3,0.04135608300566673,0.03856890648603439,0.04135608300566673,0.3006635904312134,0.6194114089012146,9848e90e5ec78252
3540,repository,,benign,realistic,calibration,guard,0.00463782949373126,,,,,9848e90e5ec78252
873,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
873,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
873,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
873,repository,,benign,realistic,calibration,v0,0.8145793886558585,0.18542061134414145,0.10927815399486532,0.05421693050901204,0.6510843041519813,9848e90e5ec78252
873,repository,,benign,realistic,calibration,v3,0.12744729220867157,0.0004366307402960956,0.12744729220867157,0.8689616322517395,0.003154511097818613,9848e90e5ec78252
873,repository,,benign,realistic,calibration,guard,0.9991627931594849,,,,,9848e90e5ec78252
582,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
582,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
582,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
582,repository,,benign,realistic,calibration,v0,0.5978531751946576,0.40214682480534236,0.12894632243106427,0.04969620355419724,0.4192106492093961,9848e90e5ec78252
582,repository,,benign,realistic,calibration,v3,0.3246763348579407,0.006969308480620384,0.3246763348579407,0.3142949938774109,0.3540593981742859,9848e90e5ec78252
582,repository,,benign,realistic,calibration,guard,0.0005600695731118321,,,,,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,v0,0.5630719181677382,0.4369280818322619,0.31971150741637483,0.038599075503946007,0.20476133524741735,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,v3,0.12462080270051956,0.020672887563705444,0.12462080270051956,0.8358941078186035,0.018812159076333046,9848e90e5ec78252
1238,repository,,benign,realistic,calibration,guard,1.574906946189003e-06,,,,,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,v0,0.4679990673667991,0.5320009326332009,0.06954518645143677,0.022072584675459868,0.37638129623990246,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,v3,0.17367348074913025,0.002044996013864875,0.17367348074913025,0.7766857743263245,0.0475957952439785,9848e90e5ec78252
4508,repository,,benign,realistic,calibration,guard,0.9998713731765747,,,,,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,v0,0.3008173217897534,0.6991826782102466,0.10544333297946815,0.047259768828086766,0.14811421998219856,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,v3,0.09592059254646301,0.0011072637280449271,0.09592059254646301,0.8944723010063171,0.008499888703227043,9848e90e5ec78252
1491,repository,,benign,realistic,calibration,guard,0.002686248393729329,,,,,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,v0,0.47644509252845924,0.5235549074715408,0.13237486856321617,0.034403637817629056,0.30966658614761405,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,v3,0.3719783425331116,0.015201078727841377,0.3719783425331116,0.5946456789970398,0.01817491091787815,9848e90e5ec78252
5980,repository,,benign,realistic,calibration,guard,0.0026397763285785913,,,,,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,v0,0.4012488719544858,0.5987511280455142,0.08049734667671796,0.02740475390498318,0.2933467713727846,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,v3,0.07604251801967621,0.5068649053573608,0.07604251801967621,0.021309085190296173,0.3957834839820862,9848e90e5ec78252
8445,repository,,benign,realistic,calibration,guard,0.0019188356818631291,,,,,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,v0,0.30037691301047653,0.6996230869895235,0.03836319972942401,0.0190116158379029,0.2430020974431497,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,v3,0.21814146637916565,0.008670519106090069,0.21814146637916565,0.7598611116409302,0.013326987624168396,9848e90e5ec78252
4456,repository,,benign,realistic,calibration,guard,0.024781223386526108,,,,,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,v0,0.2062661346177881,0.7937338653822119,0.039105455834152564,0.05394639193164718,0.11321428685198823,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,v3,0.08738991618156433,0.11970063298940659,0.08738991618156433,0.5398816466331482,0.2530277669429779,9848e90e5ec78252
3886,repository,,benign,realistic,calibration,guard,0.002725528087466955,,,,,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,v0,0.5674001818277383,0.4325998181722616,0.14877579545742223,0.04890279706338844,0.3697215893069277,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,v3,0.0835866704583168,0.0015918915160000324,0.0835866704583168,0.8911123275756836,0.023709135130047798,9848e90e5ec78252
11742,repository,,benign,realistic,calibration,guard,0.9994581341743469,,,,,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,v0,0.4199277539193671,0.5800722460806329,0.10651196913581293,0.014225477145346974,0.2991903076382071,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,v3,0.045981571078300476,0.0040454259142279625,0.045981571078300476,0.9301973581314087,0.019775643944740295,9848e90e5ec78252
1974,repository,,benign,realistic,calibration,guard,0.0024369817692786455,,,,,9848e90e5ec78252
373,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
373,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
373,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
373,repository,,benign,realistic,calibration,v0,0.27307779756121,0.72692220243879,0.09766791502530783,0.01121847836565984,0.16419140417024236,9848e90e5ec78252
373,repository,,benign,realistic,calibration,v3,0.033722300082445145,0.8271254897117615,0.033722300082445145,0.033482715487480164,0.10566947609186172,9848e90e5ec78252
373,repository,,benign,realistic,calibration,guard,8.388883543375414e-06,,,,,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,v0,0.48902917005434,0.51097082994566,0.11915078955157926,0.052005514807863584,0.3178728656948971,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,v3,0.43882355093955994,0.0018811358604580164,0.43882355093955994,0.544334352016449,0.014960916712880135,9848e90e5ec78252
4732,repository,,benign,realistic,calibration,guard,0.00878626573830843,,,,,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,v0,0.43921568463820615,0.5607843153617939,0.06803966076923643,0.02117698254674718,0.3499990413222225,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,v3,0.010874041356146336,0.26370033621788025,0.010874041356146336,0.007555375806987286,0.7178702354431152,9848e90e5ec78252
1650,repository,,benign,realistic,calibration,guard,0.00046324694994837046,,,,,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,v0,0.3555317653683441,0.6444682346316559,0.04796382168757563,0.015006811677596916,0.29256113200317146,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,v3,0.1083565279841423,0.32412123680114746,0.1083565279841423,0.4825598895549774,0.08496235311031342,9848e90e5ec78252
2199,repository,,benign,realistic,calibration,guard,7.114859909052029e-05,,,,,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,v0,0.5931204723651543,0.4068795276348457,0.1239931143223683,0.07227896547739242,0.3968483925653935,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,v3,0.087408646941185,0.0005796262412331998,0.087408646941185,0.9038571715354919,0.008154626004397869,9848e90e5ec78252
11718,repository,,benign,realistic,calibration,guard,0.9999997615814209,,,,,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,v0,0.3537418269704311,0.6462581730295689,0.04373482138281035,0.021738259857908455,0.28826874572971223,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,v3,0.29645994305610657,0.002002240624278784,0.29645994305610657,0.6887683272361755,0.012769436463713646,9848e90e5ec78252
7356,repository,,benign,realistic,calibration,guard,0.08662616461515427,,,,,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,v0,0.5713012775193662,0.4286987224806338,0.10883437206125368,0.048396683290956255,0.4140702221671563,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,v3,0.9724553823471069,0.0004351117822807282,0.9724553823471069,0.007333879824727774,0.019775601103901863,9848e90e5ec78252
3873,repository,,benign,realistic,calibration,guard,0.017077431082725525,,,,,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,v0,0.7426945899975417,0.2573054100024584,0.11839266548873037,0.025765383226040627,0.5985365412827707,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,v3,0.9970007538795471,0.00018083813483826816,0.9970007538795471,0.0020225869957357645,0.000795721251051873,9848e90e5ec78252
4477,repository,,benign,realistic,calibration,guard,0.021886125206947327,,,,,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,v0,0.8709248659423978,0.12907513405760224,0.019495728080419515,0.015962252051130863,0.8354668858108475,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,v3,0.0013032689457759261,0.0016957272309809923,0.0013032689457759261,0.0018008624901995063,0.9952001571655273,9848e90e5ec78252
3197,repository,,benign,realistic,calibration,guard,1.8412732742945082e-06,,,,,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,v0,0.14831119488289346,0.8516888051171065,0.038765592468187865,0.013903192904558994,0.0956424095101467,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,v3,0.35622045397758484,0.1695738285779953,0.35622045397758484,0.37933608889579773,0.0948697030544281,9848e90e5ec78252
3659,repository,,benign,realistic,calibration,guard,2.5023820853675716e-05,,,,,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,v0,0.4073471153069925,0.5926528846930075,0.05502469580251285,0.05593124800092197,0.29639117150355765,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,v3,0.07364308834075928,0.572507381439209,0.07364308834075928,0.03159763664007187,0.3222518861293793,9848e90e5ec78252
9722,repository,,benign,realistic,calibration,guard,0.9998646974563599,,,,,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,v0,0.4677501245532104,0.5322498754467896,0.048182969464527485,0.019591461559358616,0.39997569352932427,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,v3,0.922156035900116,0.023238569498062134,0.922156035900116,0.023727567866444588,0.030877910554409027,9848e90e5ec78252
8439,repository,,benign,realistic,calibration,guard,0.19203029572963715,,,,,9848e90e5ec78252
6658,repository,,benign,realistic,calibration,rules_mcp,0.0,,,,,9848e90e5ec78252
6658,repository,,benign,realistic,calibration,rules_inj,0.0,,,,,9848e90e5ec78252
6658,repository,,benign,realistic,calibration,pii,0.0,,,,,9848e90e5ec78252
